client_id,default
41781,0.062386546
12540,0.44006303
43913,0.30483663
38021,0.15506987
46592,0.02607727
29129,0.07716675
106331,0.014087397
83680,0.11705465
80437,0.42214313
32508,0.043530505
76472,0.29618835
86910,0.050990224
9987,0.11381795
27419,0.13847211
52902,0.24458714
75674,0.13050434
34794,0.014193868
107464,0.28211167
97027,0.32806832
39859,0.009159668
97274,0.21106918
96800,0.028004704
82080,0.06586019
45431,0.014653998
60975,0.15521342
79281,0.073609084
30657,0.44222042
11728,0.06456667
109850,0.021060344
33944,0.6234906
34383,0.049839195
36240,0.107563674
7728,0.4013835
5402,0.1735259
54180,0.26096487
94181,0.0197873
29334,0.2564229
76086,0.033539783
57160,0.0678058
74744,0.018364402
51733,0.013913607
46635,0.18738118
66040,0.13398203
8853,0.42501748
38048,0.45395887
29192,0.25381687
71027,0.1102202
96068,0.022968171
21867,0.09106219
100867,0.107833646
20825,0.09445958
35137,0.04927588
64771,0.13067675
55922,0.23633394
78069,0.0064096614
56864,0.13561791
87471,0.086362764
72211,0.280765
187,0.018569602
50438,0.050614517
17928,0.0608478
3419,0.01579971
65536,0.22164446
89316,0.17841057
21272,0.029232308
85076,0.28313047
1479,0.04413734
8135,0.3470182
3913,0.06604573
91344,0.20240264
32514,0.051412337
39559,0.050737944
26281,0.16381635
98433,0.1294995
81717,0.0750008
99344,0.035350874
85881,0.03807449
80556,0.1990812
105500,0.11630215
70008,0.06784173
91463,0.10230825
107088,0.038941488
104158,0.029704917
20218,0.10110111
573,0.18435013
38443,0.027289776
73113,0.04166593
99049,0.10985368
82199,0.004432473
60808,0.039305765
103260,0.041959975
77438,0.16876258
40320,0.35616735
84124,0.07747124
69231,0.39683548
82821,0.08020067
54726,0.22820139
37778,0.07773295
108116,0.0148568
43598,0.2306499
23345,0.044683922
105157,0.03996529
43973,0.47677302
79887,0.1741284
92320,0.1481248
54418,0.18148832
79971,0.10101747
45451,0.28671515
106772,0.26073316
29223,0.022829266
86360,0.070397004
99956,0.115185894
2286,0.15951401
23289,0.041902162
90690,0.3755682
19804,0.04705031
61536,0.009114529
37688,0.08779135
74314,0.39186636
67549,0.069044545
19207,0.0965926
74270,0.2199798
69370,0.043965127
6212,0.3043802
95424,0.049013935
18568,0.47005135
106224,0.0091081355
32019,0.29010516
97402,0.24295206
56450,0.12980546
91919,0.0518251
81801,0.032731544
71270,0.098389514
47514,0.021947961
275,0.14448975
28815,0.09364512
64846,0.03658366
45165,0.032996118
7032,0.080998994
57976,0.120319165
99147,0.024452005
86253,0.05045642
18780,0.035617758
67732,0.038372714
81518,0.030450886
40092,0.017773138
26566,0.1605415
15821,0.48398063
86263,0.07487909
95162,0.10394956
63960,0.04213309
36892,0.117767274
56946,0.17336616
52656,0.33087903
85439,0.29279888
102782,0.12603249
106376,0.015640838
43590,0.19804946
10011,0.0643147
20493,0.51867205
28721,0.0771631
73103,0.25388366
85516,0.0808183
81020,0.019329375
81989,0.34442398
13142,0.13128419
16447,0.29819676
17561,0.14997233
40923,0.1776921
32788,0.06756838
13766,0.043460798
81627,0.076407954
103476,0.04790765
50817,0.2969502
49368,0.063396946
105595,0.014087774
8548,0.06512212
40890,0.23709616
96824,0.34655577
84416,0.06715057
56147,0.018753232
79205,0.16597334
95882,0.007840135
29518,0.48861325
61207,0.1326802
36076,0.27133343
61965,0.09335681
69222,0.023443973
55794,0.016990716
86433,0.14119475
36676,0.16573748
56927,0.016311051
25362,0.5675679
56641,0.097776674
100019,0.029143253
13280,0.044580463
53290,0.16645043
7529,0.05817967
72735,0.004109533
87572,0.10504337
55742,0.29656935
60331,0.095100895
59825,0.087958395
45002,0.5098776
108189,0.4494909
20687,0.24331842
60122,0.042973217
66899,0.041913964
89714,0.032852914
102747,0.19598891
87437,0.25502557
49346,0.015559103
102539,0.10579475
38162,0.013474448
84639,0.17195994
97968,0.041057084
72640,0.0498769
24333,0.077947065
4196,0.049580913
24662,0.04368826
28238,0.26258093
18510,0.0434865
64124,0.09327749
48593,0.07474872
71690,0.03816398
104908,0.3846716
92538,0.1231125
58912,0.14530344
15761,0.6836393
84840,0.16919222
99784,0.0114279725
30004,0.07647378
48741,0.02630453
101941,0.03886436
36415,0.038385518
91235,0.065982156
28385,0.030794423
100045,0.02525969
7581,0.13007781
16687,0.060029905
65026,0.10873706
26091,0.23074375
50047,0.062305935
47576,0.17123216
3661,0.0149989175
44908,0.17692518
78115,0.06175891
91136,0.038038284
3738,0.0019799503
39754,0.022389159
97332,0.022658164
107207,0.05639858
49260,0.03781142
50687,0.29260302
77353,0.13953012
79597,0.16957662
85894,0.02929908
61443,0.030521765
12347,0.19115353
7302,0.12975404
3916,0.076811515
91094,0.0029578577
91811,0.08743196
9132,0.02201541
76875,0.031709597
76060,0.062713504
41150,0.13030443
100403,0.14932333
102738,0.042308804
55164,0.0473173
79125,0.08898626
20175,0.05123382
1571,0.26863012
105038,0.07442548
76741,0.054186434
42128,0.20476256
78075,0.15362592
21431,0.0084729
88690,0.029764934
87423,0.02971485
88102,0.24288881
74580,0.059688836
66516,0.09846807
53509,0.0803813
45116,0.05826415
80326,0.12755747
60721,0.058063984
6348,0.5278752
12480,0.07597481
88943,0.27096128
84917,0.18918575
83904,0.044387594
33821,0.047604557
11620,0.03179844
96956,0.082158335
20444,0.05848839
11688,0.07848937
2543,0.029296288
12561,0.4429483
61593,0.15775554
31191,0.4843269
17720,0.078707084
30450,0.5183221
93387,0.2136692
29295,0.04424435
38595,0.09897214
88559,0.13093878
105043,0.06148427
17542,0.08267373
44347,0.11664138
52333,0.06169736
104508,0.121700495
7969,0.11881773
62639,0.30965915
54862,0.13193987
1138,0.12202018
76418,0.1504375
23605,0.061756387
53337,0.16501465
60455,0.28500116
97510,0.19899273
86732,0.06916002
60044,0.049140576
6139,0.04108315
1231,0.19008434
10964,0.16692178
59421,0.42892683
80041,0.11470842
5642,0.15470386
61284,0.012829823
94299,0.101298146
64711,0.14165743
34535,0.10166328
53611,0.0463207
63517,0.012391035
13947,0.34492037
48308,0.17586324
29355,0.05959978
2743,0.08098915
11052,0.014580399
21162,0.33160752
50254,0.11592916
8589,0.018800486
33393,0.18718074
53379,0.03392916
95564,0.0906061
78779,0.082987614
82277,0.090044655
85723,0.32583812
76496,0.065756164
65731,0.01829722
80957,0.13371676
53670,0.39209765
108353,0.25311393
18626,0.111123666
12491,0.10386607
21274,0.088666804
17038,0.04021228
94030,0.31233495
20798,0.16729715
81548,0.041581847
1108,0.08646518
77114,0.068803206
33748,0.3080501
21517,0.008815925
92762,0.32092506
6331,0.06979963
76970,0.071570665
35024,0.07307012
3687,0.5227186
110033,0.022464173
22985,0.18402216
66968,0.46258545
67600,0.17794122
22676,0.40025643
17091,0.13291667
65798,0.13906936
65656,0.1827044
57665,0.26996645
28967,0.078104995
49017,0.14065392
65338,0.23405656
76390,0.19769399
108368,0.030972347
67509,0.1359632
9503,0.044430003
107874,0.090179384
60601,0.085428886
104656,0.08896693
106613,0.00818042
104546,0.020799512
66927,0.214966
20259,0.38584822
24349,0.03993446
78336,0.033746146
37717,0.0852936
103904,0.2463261
88678,0.093758374
50135,0.041637715
41884,0.24668244
87724,0.07473897
23718,0.023983546
23026,0.0790857
59246,0.0063928175
59061,0.2161269
6397,0.11002827
92724,0.0058929455
67053,0.08301211
54793,0.40764296
22836,0.06882583
83770,0.053415045
45757,0.051121175
25266,0.07338275
77610,0.10478562
40281,0.08166951
7546,0.10665356
108958,0.17606173
99034,0.08286536
24596,0.25591496
59177,0.04418565
96922,0.0897107
101144,0.065567926
29982,0.20359817
45325,0.061484437
61741,0.19834031
65405,0.10078856
36589,0.5229774
16356,0.28264022
52821,0.030394558
5113,0.5623002
99771,0.027753428
24478,0.2749686
38247,0.21831544
45480,0.13584308
85124,0.07048372
82772,0.12679653
6335,0.18404551
12257,0.016713532
90207,0.0415706
34691,0.04741167
94898,0.112635605
27675,0.24486293
90803,0.04193487
76698,0.18365315
46524,0.10058572
81814,0.13649513
8823,0.06569162
78828,0.057774235
108417,0.037366487
99582,0.03943711
35989,0.018038558
74157,0.084878445
78557,0.06947044
14520,0.18184651
44066,0.024365071
83076,0.3296395
6371,0.15735997
78355,0.015395721
30115,0.16763462
14901,0.221097
69782,0.40545455
99380,0.026303075
50643,0.30336767
90650,0.12243475
26495,0.11268899
98284,0.05900538
1371,0.22202025
58925,0.058069907
51624,0.108529694
19305,0.0317552
23949,0.018575085
39486,0.19535749
26259,0.08374602
95823,0.14883997
14883,0.4677503
87922,0.073030226
35262,0.060647927
104180,0.34781897
74029,0.015387801
25738,0.10331964
89435,0.09161136
83654,0.42861712
49162,0.014053553
981,0.07593463
108345,0.06696067
98673,0.09446387
17584,0.14915998
69934,0.346108
18513,0.07289099
65315,0.26228604
47022,0.018865487
33680,0.36797163
65341,0.0202563
28892,0.011280322
32225,0.10522346
62528,0.37937182
19365,0.01019808
33866,0.07005929
22374,0.044064984
61821,0.14301987
47234,0.41116652
90120,0.062056553
15528,0.16220132
10580,0.18946503
29234,0.112468354
99701,0.15284924
103611,0.0212739
57161,0.029653417
22911,0.103215806
103801,0.0181637
27870,0.030806066
16950,0.0602867
104161,0.072928
104888,0.10636488
70706,0.0072695334
77941,0.022817766
100395,0.028192237
16019,0.115368314
101186,0.0801702
16452,0.5502933
38030,0.3659994
106527,0.06966409
107713,0.054050937
2531,0.123891525
84537,0.18647236
110022,0.13103043
15602,0.023304755
47096,0.19054104
76473,0.006092874
56969,0.123480484
65395,0.4413006
56934,0.01221114
19497,0.06422249
101275,0.18356323
13153,0.099747844
5429,0.02636102
66582,0.19311422
48977,0.007040022
83634,0.2712886
34667,0.08300688
18270,0.23344627
90742,0.10166983
9130,0.0342758
78058,0.073256396
93865,0.16451539
92583,0.100430205
65765,0.12998831
69221,0.1125642
46369,0.07241291
100304,0.15540984
9409,0.3686232
5712,0.12152221
55092,0.21189073
54951,0.14947633
11526,0.21241365
75334,0.08628449
33152,0.149415
90767,0.066244304
11563,0.12204912
86242,0.13202132
91705,0.049809277
35577,0.19809024
33345,0.10185634
24264,0.08656689
42594,0.05272545
67528,0.20184296
24522,0.06519191
102624,0.21466696
43046,0.15178192
15889,0.17827015
107957,0.012819072
2736,0.021680446
69026,0.12801342
5768,0.020489411
14766,0.09671257
4705,0.28084898
58108,0.046658315
78134,0.28361487
91284,0.28757197
75717,0.21122567
64162,0.104711466
37562,0.17626874
34966,0.16157675
43660,0.037163
492,0.05978245
5708,0.09117155
96287,0.06358734
7034,0.124140225
99922,0.18641275
53314,0.12866437
91641,0.008170572
64243,0.11026266
94451,0.06821584
9640,0.42165607
9282,0.20156327
88041,0.38047433
19011,0.25891253
71182,0.022066621
102527,0.022788327
100864,0.006477253
72592,0.005706191
52472,0.04103558
46353,0.06874599
68849,0.05711565
76572,0.16904524
10434,0.13924594
81909,0.045512818
61799,0.09318516
103129,0.14555506
27459,0.15595612
84276,0.3246032
62005,0.1780203
29688,0.41772598
26781,0.1276667
33061,0.15707143
83473,0.11716886
80996,0.16529606
34979,0.2507926
88165,0.17927787
4144,0.007816717
97825,0.05446312
78095,0.047211938
71878,0.09566547
23169,0.2461024
55717,0.08446612
57284,0.15410139
20948,0.1469832
107721,0.083645426
98948,0.07150322
20425,0.4361475
102865,0.024825633
57556,0.08681072
32463,0.19855145
105143,0.10862609
57718,0.05729627
31763,0.018847961
35615,0.019195473
96190,0.028215311
67693,0.09234395
10106,0.10263783
38945,0.06572424
100098,0.05961614
107354,0.34377018
49707,0.028044606
109076,0.033071123
72520,0.0808177
77185,0.060274933
69205,0.0098553365
59312,0.1921429
46856,0.38742936
38441,0.14818516
2663,0.21454102
5217,0.12988764
22199,0.086113684
76258,0.028610935
19285,0.15050341
35308,0.018492939
4010,0.3477582
60194,0.044506814
95891,0.08082984
43112,0.13650991
54720,0.060603376
49360,0.17811643
42032,0.04764078
36413,0.05007277
24419,0.29405272
47087,0.09148478
56376,0.13089105
47268,0.1133456
8960,0.04487479
41842,0.12645742
47812,0.011939254
11406,0.06464596
75339,0.20071056
81032,0.1113569
72769,0.086067215
8971,0.15382251
11002,0.22912708
46326,0.1280748
47394,0.13713476
54915,0.05905699
89485,0.027498567
93866,0.07284248
36069,0.034585208
45765,0.1877416
63426,0.13285771
97298,0.035619028
37043,0.081963174
64118,0.3972091
79626,0.16845691
100276,0.12921977
103365,0.13005231
279,0.045840725
25094,0.3468277
18251,0.49793315
23728,0.2757238
94500,0.04785902
49184,0.082650945
66621,0.17461774
26946,0.014340865
51033,0.03024127
41135,0.052525613
4282,0.18919452
65384,0.24200408
77046,0.06529682
2437,0.44962767
23038,0.069391884
21796,0.10659638
54977,0.058786754
964,0.1205848
77529,0.27903306
49695,0.10436185
5394,0.08212524
6768,0.11561508
21589,0.02957979
102992,0.12991877
76986,0.024787871
94897,0.07035022
18353,0.22667412
105457,0.16645621
79540,0.0073500383
36338,0.06371919
7548,0.42379805
72470,0.11215554
54840,0.075915694
92926,0.078271165
85365,0.11561612
32856,0.4193976
41041,0.27490827
1861,0.03842804
34836,0.08681267
89927,0.023665072
69939,0.07734154
41862,0.07603477
68351,0.16190405
4339,0.094992734
108042,0.21343386
48616,0.031302612
21886,0.04179677
9275,0.0978462
31249,0.14783227
4912,0.21761245
86759,0.26782626
32666,0.16015142
28327,0.23351498
49771,0.08690306
84470,0.10727282
10300,0.072447345
51684,0.012431293
109470,0.0025617164
40865,0.110054255
12402,0.09893454
9805,0.12482349
45394,0.3260164
67632,0.21113542
1414,0.62494475
35493,0.097298056
28999,0.071782865
14431,0.11819877
6220,0.4077527
101876,0.013855372
82010,0.14848119
79754,0.09934057
39844,0.067944996
1739,0.077643365
55639,0.004274556
40508,0.38189673
27760,0.28489473
92362,0.3260143
43739,0.023373188
63636,0.25463414
67478,0.09907294
47153,0.034805737
107668,0.005294584
99677,0.057265032
34285,0.11755439
104873,0.008613512
60930,0.17816208
85493,0.06774824
27070,0.35849762
91361,0.095983684
93292,0.1463958
72029,0.027259579
102653,0.23076445
75458,0.037713744
97771,0.15095003
5563,0.0414472
64982,0.037137084
4728,0.13781452
37885,0.11502084
1026,0.033402193
16987,0.06776113
12424,0.032768074
98326,0.07058202
21476,0.09649457
85777,0.36557907
94367,0.057256676
79417,0.1573013
84675,0.33592185
52307,0.024924977
12581,0.083031826
36460,0.104815304
109429,0.723309
4802,0.15463363
75057,0.055322364
99070,0.043505292
93063,0.19723895
109784,0.085325465
74563,0.016131707
28568,0.101764224
19982,0.12645383
104408,0.18291444
363,0.021701606
107478,0.02540632
94054,0.111573145
94420,0.035496738
104267,0.03908201
51069,0.12265372
15703,0.01594793
6267,0.047186032
39005,0.22548892
7778,0.3157178
20691,0.14352244
16784,0.005867513
91806,0.07718183
101032,0.061847743
81141,0.21612065
78719,0.1502822
28614,0.10767461
70537,0.042228706
33929,0.15151723
12081,0.11141575
39687,0.057749096
67292,0.054726545
67830,0.0022511694
29128,0.050800566
88387,0.057361472
20484,0.09548481
17057,0.02110644
64252,0.10916975
75234,0.05663608
56276,0.26008394
39823,0.17218466
72525,0.019425228
31410,0.101877786
59965,0.3319319
4644,0.05688871
53996,0.042527396
7113,0.19668473
59389,0.51200444
95186,0.07765624
93011,0.44815183
87766,0.10296627
82564,0.325876
10103,0.18221813
58501,0.10110689
69039,0.064012416
48780,0.13605724
13722,0.34207806
80449,0.14850284
39682,0.2912569
44893,0.1044269
85282,0.12183765
77052,0.14600107
91671,0.052156117
26357,0.008150746
55949,0.05782222
37811,0.010469402
28840,0.035599485
33644,0.1544009
100524,0.03145779
857,0.15267941
97858,0.009734302
50945,0.0304408
103447,0.0780346
83334,0.12232731
19733,0.12224313
75344,0.092918694
16559,0.077637374
46277,0.030279338
102903,0.06684344
36836,0.08604486
97656,0.28642383
43491,0.26514876
10341,0.058814712
76772,0.15307674
12001,0.042450234
10313,0.06117638
21987,0.079535395
37671,0.0046190773
107331,0.057399888
3236,0.1808847
18499,0.061044455
84831,0.1605856
45364,0.03233858
9980,0.048071682
106775,0.10514138
71416,0.2631417
98335,0.044948824
83986,0.24479432
91059,0.10690172
100822,0.34865922
73263,0.12676533
7697,0.024695996
63688,0.12011276
101529,0.10019023
2340,0.048157983
42519,0.35015324
96899,0.0035791697
83966,0.017992558
59532,0.019388251
2038,0.05812256
3790,0.30403852
38224,0.19213219
10645,0.08979333
107234,0.08681692
83550,0.28905573
80468,0.012187948
74609,0.05016189
84618,0.18737894
27848,0.04423207
76585,0.09091433
35239,0.42840487
23316,0.08280909
36763,0.10161876
19032,0.24559581
1600,0.00916268
81827,0.11066041
38573,0.06572554
75964,0.04386576
109766,0.025655983
59012,0.28298354
67863,0.025486195
34893,0.22906774
48026,0.055698033
81680,0.036505137
23187,0.3262546
39462,0.113647826
467,0.07281022
22357,0.25147718
57145,0.07826746
2030,0.07086804
15867,0.784556
877,0.47856855
108477,0.053633105
58462,0.24263193
17775,0.09939513
48421,0.04216371
31720,0.14311045
53709,0.034546744
28010,0.12803683
12436,0.092688486
33166,0.047590844
22183,0.11256966
58550,0.20709503
105743,0.1348227
59445,0.079501234
49853,0.06360632
31321,0.60111
66911,0.29102227
52971,0.2451816
70863,0.175389
54209,0.24833807
62591,0.28981313
77895,0.16075648
16802,0.007446815
98288,0.07000974
37924,0.029861582
56131,0.18464708
61439,0.18714476
98147,0.092483126
58812,0.1046298
36281,0.15333816
47823,0.4137001
78050,0.07427987
22049,0.44487235
85595,0.08458158
108391,0.042463806
63985,0.06277437
91615,0.04361258
87995,0.2529333
64979,0.24107218
17416,0.24939285
58072,0.1283766
3805,0.21240287
7864,0.022754146
25750,0.036874577
1816,0.11207006
53447,0.031237287
14876,0.077119276
3470,0.093760245
107625,0.19424124
42740,0.051188517
86236,0.013663241
8910,0.028022133
81216,0.12821312
6542,0.23359902
101610,0.14199416
95098,0.16146292
46602,0.15855706
60010,0.4376927
37417,0.19907627
108224,0.15471281
92184,0.07439032
93984,0.025559232
90729,0.10917882
83649,0.007852987
94714,0.01001341
101041,0.042155255
62686,0.009175195
70981,0.31155258
93321,0.13613549
34322,0.26470453
65148,0.17705515
93776,0.081577435
5855,0.03710073
9495,0.029770717
62243,0.051420964
83391,0.02311633
97788,0.029488135
49094,0.11054101
90205,0.010649009
76994,0.047623936
91867,0.1584392
72218,0.25306475
93590,0.16954048
32707,0.45119032
1257,0.008891053
73887,0.059373304
101392,0.008039589
62839,0.27402073
28746,0.07908259
41131,0.52152497
108480,0.1206446
96302,0.06224616
109940,0.0959899
28590,0.21728218
38304,0.21113041
6986,0.018657986
32076,0.05139071
29309,0.02162584
46051,0.13387081
54624,0.0035437527
92319,0.031250436
76815,0.18450436
93099,0.027006676
33496,0.23740014
1719,0.01614816
103163,0.028891675
7364,0.15989806
86423,0.0064709536
107872,0.07897975
109814,0.03458534
103646,0.104445405
24953,0.23920256
31834,0.0347
80454,0.2465517
84592,0.027590385
58810,0.2885039
25542,0.041632075
98280,0.030011177
104369,0.20413421
62820,0.07731316
7880,0.051835317
39636,0.16749269
82818,0.09264241
52748,0.035363957
66231,0.08525423
39001,0.14131181
34900,0.0073487447
95870,0.07769645
42290,0.034544423
68411,0.036126904
42199,0.09238545
11142,0.056583554
87741,0.20159961
99438,0.18171188
26003,0.21763791
20749,0.12757298
102720,0.06393349
66640,0.10161393
67441,0.04274217
92969,0.040396195
3657,0.20379199
110035,0.023061713
49521,0.10373116
38363,0.123018876
60071,0.35394242
84184,0.034728326
70654,0.03272309
39435,0.24500094
16727,0.029085558
20550,0.20404626
15767,0.63348633
93116,0.055871136
17680,0.09146245
9123,0.25540122
79666,0.0917391
95112,0.02985748
21617,0.16728227
69899,0.060145173
93263,0.058238387
31243,0.012533685
48130,0.272857
13638,0.34687975
78290,0.17971572
6836,0.27477816
78815,0.078674085
64868,0.24347138
27782,0.0531636
56446,0.1774301
52066,0.028643021
8992,0.01520639
60557,0.22567411
9316,0.25425017
77564,0.069437094
99543,0.077538356
82681,0.17354995
67544,0.074696064
97438,0.23084337
57664,0.035198398
75518,0.27668375
14738,0.31357357
57584,0.069277465
63268,0.13097014
19850,0.03964226
1092,0.2684815
66343,0.011396889
8769,0.018612737
104118,0.046006113
90377,0.060504295
47638,0.080305345
43209,0.20391417
42296,0.14416586
106326,0.030679645
89544,0.101594664
14905,0.018764753
7278,0.06553587
38408,0.14245085
26704,0.07598092
16801,0.02192397
95973,0.07283717
17294,0.044422667
53576,0.03161097
21821,0.25808215
98733,0.06856203
26840,0.011432487
90540,0.060431417
104786,0.026806552
63676,0.04287493
2324,0.19667885
57376,0.3565514
103392,0.0018467931
81085,0.08861355
18642,0.18054298
30622,0.06541875
31862,0.30264047
18957,0.21502542
8363,0.13734464
104844,0.08447662
24512,0.10826485
21942,0.025222119
11646,0.31946993
58471,0.082592614
76666,0.17406245
44751,0.15745604
36459,0.107559815
36557,0.020735085
21971,0.060959157
88626,0.0352826
15200,0.11869123
35859,0.06722462
91899,0.15887882
108613,0.051970556
22894,0.16294745
39156,0.061453994
42938,0.057954457
78506,0.39912963
89266,0.101136796
24463,0.039624557
52795,0.08301614
105049,0.15737505
53770,0.052070517
23914,0.07812663
52666,0.043340098
17716,0.1097945
16616,0.1250999
84012,0.38912344
82860,0.06029182
80585,0.023618829
28793,0.05988267
59119,0.048775952
48169,0.099488795
65530,0.12276714
40934,0.051701356
56529,0.21726859
101934,0.02068598
41493,0.04856849
32453,0.07173086
2212,0.04221912
14999,0.049016003
51158,0.29971966
79861,0.04952993
71958,0.044838488
10065,0.054042984
75815,0.051037617
39298,0.04389538
77009,0.044159807
29886,0.08424036
41537,0.1144945
12854,0.29427502
44580,0.3301785
31050,0.034111246
77875,0.06522589
36,0.024679124
19219,0.0188469
95615,0.12870744
47523,0.57806253
82328,0.22040595
57270,0.03723268
53433,0.12864366
29800,0.060479965
33089,0.03464369
67881,0.06644811
108820,0.23429611
84614,0.13195086
265,0.017279597
89414,0.14531553
63542,0.0936162
5182,0.11694439
34752,0.1318315
4752,0.081077375
49485,0.5607561
10033,0.008036407
68595,0.07409561
9342,0.009329617
90177,0.046763755
106158,0.013189632
78031,0.19516928
104937,0.2460675
15284,0.05344308
37342,0.04608606
44912,0.013425526
33178,0.13904506
81573,0.060089666
23987,0.05350879
77423,0.11781206
28913,0.0594614
38125,0.05343323
96981,0.16056491
90179,0.058523823
77152,0.133231
14842,0.06448688
21701,0.03691986
86023,0.057667095
60864,0.12623072
103794,0.23473972
32570,0.017179808
79628,0.2893309
107601,0.14575067
43800,0.10912525
79589,0.31348586
40931,0.13039203
8602,0.088324115
24644,0.07511012
59670,0.110466704
27902,0.11785039
6047,0.09776613
12495,0.21812269
95449,0.088577606
85158,0.16897061
80550,0.31173325
38184,0.42931116
45245,0.54960257
28935,0.07007507
108618,0.03953964
56449,0.00939456
35557,0.039078273
96788,0.016906526
66846,0.1920487
110066,0.033766355
55854,0.19047181
42655,0.06109816
65316,0.06618175
11178,0.07672998
9995,0.027345862
64157,0.030045705
42415,0.17869063
49257,0.05208393
88441,0.20360862
33706,0.21575311
68289,0.10942309
94117,0.013972847
21407,0.17633012
100621,0.0563766
8258,0.10424024
9452,0.03332332
10677,0.24742407
27742,0.012321596
20951,0.020550936
66608,0.04403064
78369,0.17573841
11736,0.21160308
105635,0.1663683
53067,0.3724697
28543,0.34695113
109202,0.072507046
32238,0.042507578
66029,0.03051433
15515,0.006460667
72708,0.12702715
22727,0.06678054
48713,0.2514771
91097,0.1288783
72641,0.059078645
14532,0.20425323
78023,0.026458293
108218,0.0801329
15754,0.7197453
19444,0.09395238
87884,0.26681015
47526,0.05282281
54686,0.2916229
8593,0.44336128
84464,0.20021409
64336,0.08637896
43610,0.36604327
95771,0.2280385
82864,0.17762531
54103,0.017187959
84158,0.06266538
34539,0.14939702
6517,0.3263078
85565,0.04512099
1881,0.0051675253
11044,0.11021695
11251,0.09697465
106906,0.07693748
343,0.0580045
101595,0.05097631
85716,0.09282039
108987,0.45513856
92640,0.08549996
87110,0.010764711
99923,0.12909667
52778,0.20883259
57032,0.039668594
72742,0.06225309
67112,0.18513532
57446,0.20993379
42990,0.20922264
100991,0.28021854
93404,0.22929989
8845,0.10203498
45139,0.04840891
506,0.0719981
92620,0.095992714
63778,0.29595795
35480,0.05116651
100992,0.015305011
40019,0.106172346
90534,0.04227628
66686,0.0731954
104595,0.056724638
87005,0.4917168
84638,0.09018752
30769,0.10345476
29112,0.023362229
85649,0.09650124
39608,0.18704031
23419,0.120003976
41077,0.033527423
100953,0.0018969174
58164,0.074006595
91804,0.094047755
58065,0.09212413
40016,0.019988902
37145,0.06340517
31393,0.045307368
88913,0.08870563
7356,0.2694215
40112,0.11077562
42434,0.2009024
93647,0.022745563
67460,0.277515
70198,0.5278843
10309,0.31333253
17013,0.014075659
98846,0.04369631
46486,0.08394972
11127,0.026753975
69991,0.0139105795
16880,0.0726529
53803,0.12984511
103935,0.15725932
61067,0.13248992
8093,0.021314843
89426,0.24520637
26767,0.13425307
44726,0.032176804
80021,0.13325569
86230,0.0052620023
56298,0.30580804
617,0.027853318
10780,0.20688015
73996,0.026590098
87867,0.076974414
71790,0.13829942
83068,0.17558663
73962,0.13490278
66007,0.14789236
42202,0.22570072
39459,0.2529023
84341,0.049842615
43630,0.13511057
65193,0.07584961
90733,0.18527937
61328,0.09131122
92294,0.29280317
63492,0.020528948
104607,0.043785743
82961,0.03933255
42419,0.030775683
64233,0.014011529
45583,0.21087392
92313,0.33369586
99759,0.040649835
54537,0.062271893
60960,0.4035779
22875,0.1661186
29189,0.14755812
51630,0.12850633
82189,0.26621345
3028,0.062993936
40776,0.05641353
46863,0.13456924
54882,0.01095612
61236,0.04919135
99208,0.016976729
47145,0.08940671
32595,0.13517536
32013,0.0041601793
8694,0.13899961
